sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_165,5152.562232,5372.144146,56643806.0,56643917.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_155,4729.236493,4824.260167,53208533.0,53208653.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_145,4402.764404,4421.948619,49774776.0,49774849.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_14,4265.823367,4258.726186,48056761.0,48056848.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_135,4139.656373,4110.462066,46338945.0,46339016.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_13,4025.814282,3979.657185,44621394.0,44621477.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_125,3921.816073,3861.466944,42903214.0,42903281.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_12,3827.313407,3756.342407,41186346.0,41186401.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_115,3739.36708,3659.801889,39469260.0,39469324.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_11,3658.569439,3572.228951,37752355.0,37752418.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_105,3584.380591,3492.974932,36037055.0,36037108.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_1,3514.431221,3419.072469,34319843.0,34319889.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_095,3449.484089,3351.15952,32605113.0,32605150.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_09,3389.491513,3289.221187,30890693.0,30890756.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_01,2767.038803,2680.229191,3432078.0,3432082.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_005,2740.833561,2655.947408,1715988.0,1715988.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_015,2794.083047,2705.788423,5149559.0,5149566.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_02,2821.711128,2731.994777,6864245.0,6864252.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_025,2850.455233,2758.854369,8580337.0,8580342.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_03,2880.801963,2787.41996,10297248.0,10297260.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_035,2912.398743,2817.719607,12013472.0,12013492.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_04,2945.737436,2849.596339,13728521.0,13728541.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_045,2979.621362,2881.956443,15445242.0,15445257.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_05,3016.501876,2917.599,17160049.0,17160074.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_055,3054.606784,2954.57651,18876478.0,18876503.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_06,3094.461408,2993.467276,20591073.0,20591095.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_065,3136.559996,3034.737115,22305987.0,22306016.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_07,3181.971444,3079.648593,24022684.0,24022725.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_075,3228.488681,3125.989874,25738903.0,25738931.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_08,3278.920345,3176.491814,27456735.0,27456766.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_085,3331.878823,3229.975248,29174766.0,29174815.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_205,13229.562601,18073.297086,70373889.0,70374106.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_215,10863474.230052,18230228.12989,73031173.0,73031467.0
2b,same,coh,ns_l_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_225,35322458.163531,60313406.136415,74551069.0,74551393.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_15,4795.433622,4960.581151,51491712.0,51491816.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_19,11072.442307,14737.031301,65225473.0,65225700.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_17,5965.29183,6587.416652,58360610.0,58360777.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_18,7175.242921,8422.599692,61793004.0,61793204.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_16,5272.019459,5600.805042,54925474.0,54925605.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_2,10445524.63148,17528542.878151,67942466.0,67942733.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_21,36204890.10122,61895295.545433,69462798.0,69463082.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_22,60046943.752327,104621314.41922,70894724.0,70895026.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_24,97957847.002994,177048812.392001,73765440.0,73765748.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_195,765921.813432,1273378.901639,66893338.0,66893569.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_185,8337.453815,10268.858159,63509202.0,63509403.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_175,6469.307908,7337.906471,60075344.0,60075491.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_165,5586.06584,6040.946896,56643800.0,56643918.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_155,5015.067644,5251.404793,53208533.0,53208656.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_145,4607.218834,4717.843416,49774765.0,49774849.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_14,4441.00536,4507.947047,48056764.0,48056847.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_135,4290.002873,4321.630318,46338928.0,46339013.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_13,4159.072063,4163.887159,44621396.0,44621477.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_125,4039.24395,4021.620706,42903205.0,42903278.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_12,3931.605015,3896.83533,41186346.0,41186399.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_115,3832.426148,3783.347455,39469253.0,39469323.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_11,3742.084871,3681.845396,37752354.0,37752418.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_105,3659.411614,3590.373196,36037056.0,36037108.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_1,3582.411037,3506.144168,34319845.0,34319888.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_095,3510.52407,3428.61786,32605114.0,32605150.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_09,3445.331632,3359.608842,30890702.0,30890756.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_005,2754.180682,2670.136978,1715988.0,1715988.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_01,2781.62989,2695.746722,3432078.0,3432082.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_015,2809.774402,2723.129867,5149558.0,5149566.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_02,2838.711772,2751.078833,6864244.0,6864252.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_025,2869.454166,2780.55402,8580337.0,8580342.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_03,2901.435024,2811.390347,10297248.0,10297260.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_035,2934.643009,2843.570942,12013470.0,12013492.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_04,2969.175323,2877.165662,13728522.0,13728541.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_045,3005.729223,2912.863817,15445244.0,15445257.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_05,3044.565508,2951.082423,17160048.0,17160074.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_055,3084.770832,2990.749465,18876481.0,18876503.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_06,3127.802543,3033.473708,20591073.0,20591095.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_065,3172.888668,3078.702101,22305992.0,22306016.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_07,3220.801135,3126.917175,24022689.0,24022725.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_075,3271.547465,3178.87693,25738898.0,25738931.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_08,3325.875821,3234.806762,27456731.0,27456766.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_085,3383.42574,3294.428282,29174766.0,29174815.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_205,23292643.30911,39443449.069181,68734777.0,68735071.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_215,48207997.376016,83189486.943613,70200114.0,70200411.0
2b,same,coh,ns_m_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_225
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_18,87267440.827272,158290227.097278,55088541.0,55088851.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_17,63122324.278407,111467964.199775,53823051.0,53823321.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_15,1085237.466146,1806234.955076,51435574.0,51435783.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_16,32950361.073408,56526818.556487,52671304.0,52671574.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_19,106756324.955101,198306273.815579,56513472.0,56513793.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_2,122642823.845974,233061067.451502,57966109.0,57966427.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_21,136335760.654931,264987215.849863,59389073.0,59389382.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_22
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_24,162772003.921677,337555557.392343,63641147.0,63641449.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_195,114875388.647219,215824698.72584,57247782.0,57248089.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_185,96917548.497418,177839628.202798,55829137.0,55829440.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_175,75977345.620056,136068793.640664,54412719.0,54412996.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_165,50033880.97696,87130522.285776,53214550.0,53214805.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_155,15095665.379042,25458048.819868,52275959.0,52276247.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_145,9026.634455,11378.760979,49774662.0,49774824.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_14,7233.386492,8516.68802,48056723.0,48056846.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_135,6361.045254,7185.135616,46338867.0,46339009.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_13,5784.746955,6339.600374,44621342.0,44621477.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_125,5362.618641,5742.936944,42903177.0,42903279.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_12,5033.772776,5293.53589,41186317.0,41186400.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_115,4764.165403,4935.879871,39469245.0,39469324.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_11,4539.729609,4645.549438,37752347.0,37752418.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_105,4352.619783,4411.477956,36037033.0,36037108.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_1,4188.471353,4210.407527,34319839.0,34319888.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_095,4046.427521,4040.625751,32605101.0,32605150.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_01,2925.832761,2840.387182,3432078.0,3432082.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_005,2891.690239,2807.939405,1715988.0,1715988.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_015,2960.665403,2874.80983,5149557.0,5149566.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_02,2997.752228,2911.394935,6864243.0,6864252.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_025,3037.149207,2950.14886,8580338.0,8580342.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_03,3079.17948,2991.929903,10297245.0,10297260.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_035,3123.944227,3036.84609,12013468.0,12013492.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_04,3170.550194,3083.676387,13728520.0,13728541.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_045,3221.017596,3134.975972,15445242.0,15445257.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_05,3275.664094,3190.829116,17160045.0,17160074.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_055,3333.980537,3251.046766,18876478.0,18876503.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_06,3396.956642,3316.752635,20591070.0,20591095.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_065,3465.484349,3389.293573,22305982.0,22306016.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_07,3540.966367,3470.046117,24022682.0,24022725.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_075,3621.857057,3558.231975,25738895.0,25738931.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_08,3712.006127,3657.542585,27456730.0,27456766.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_085,3811.320408,3768.815539,29174761.0,29174814.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_09,3924.168993,3898.39661,30890695.0,30890756.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_205,129862193.951421,249621238.802965,58670792.0,58671089.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_215,142249637.397925,279615929.566959,60091122.0,60091397.0
2b,same,coh,ns_s_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_225
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_18,5703.335295,6156.352326,61793056.0,61793211.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_15,4393.082669,4426.650646,51491720.0,51491816.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_16,4718.075396,4831.569129,54925497.0,54925607.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_17,5137.602229,5379.086428,58360619.0,58360779.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_19,6555.970215,7395.208489,65225638.0,65225810.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_2,8147.621657,9855.801529,68657797.0,68657993.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_21,18249.586819,26499.299582,72089543.0,72089809.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_22,12209587.02436,20507567.40741,74630606.0,74630890.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_23,34727566.339668,59278981.632938,76245264.0,76245538.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_24,56561233.762514,98210106.29959,77701085.0,77701370.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_195,7194.187066,8363.545704,66942539.0,66942715.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_185,6082.21724,6697.807472,63509302.0,63509450.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_175,5393.036775,5723.942307,60075374.0,60075496.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_165,4911.757909,5081.078645,56643807.0,56643917.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_155,4546.75821,4615.99667,53208544.0,53208655.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_145,4255.818671,4260.958899,49774772.0,49774850.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_14,4130.053027,4112.027188,48056763.0,48056848.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_135,4017.381431,3980.783379,46338948.0,46339016.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_13,3913.612024,3862.010879,44621398.0,44621477.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_125,3819.17817,3755.803014,42903213.0,42903281.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_12,3731.958341,3659.056825,41186345.0,41186401.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_115,3651.265633,3570.900414,39469266.0,39469324.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_11,3576.671706,3490.321977,37752362.0,37752418.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_105,3507.60418,3416.674448,36037056.0,36037108.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_1,3442.363835,3347.84326,34319845.0,34319889.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_095,3381.231016,3284.133535,32605114.0,32605150.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_005,2706.109104,2621.660217,1715988.0,1715988.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_01,2731.795431,2645.526264,3432078.0,3432082.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_015,2757.900534,2670.399555,5149557.0,5149566.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_02,2784.547031,2695.76687,6864244.0,6864252.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_025,2812.473158,2721.946804,8580337.0,8580342.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_03,2841.657426,2749.724696,10297248.0,10297260.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_035,2872.260835,2779.053289,12013471.0,12013492.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_04,2903.848761,2809.302683,13728523.0,13728541.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_045,2936.520342,2840.595736,15445243.0,15445257.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_05,2971.530982,2874.22087,17160049.0,17160074.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_055,3008.352973,2910.038332,18876482.0,18876503.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_06,3046.573216,2947.407417,20591073.0,20591095.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_065,3086.176206,2986.108791,22305989.0,22306016.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_07,3129.256434,3028.748604,24022690.0,24022725.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_075,3173.571332,3072.985731,25738902.0,25738931.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_08,3221.556412,3121.146455,27456733.0,27456766.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_085,3271.583881,3171.651646,29174769.0,29174815.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_09,3324.595389,3225.857755,30890703.0,30890756.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_205,9821.000529,12547.246874,70373983.0,70374169.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_215,2119249.967477,3532782.244081,73656664.0,73656921.0
2b,same,coh,ns_l_latop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_225
2b,same,coh,ns_s_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_15,6648.493827,7572.852968,51491681.0,51491813.0
2b,same,coh,ns_s_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_19,75642435.510577,135861870.741526,58861156.0,58861455.0
2b,same,coh,ns_s_scop,mclb_hops_4_6_40cpus_4xdirs_4.0GHz,0_16,10368.630942,13558.475388,54925428.0,54925603.0
