sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_15,75368969.342937,151787542.344064,40908623.0,40909012.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_17,75810380.907821,163778018.638018,43462873.0,43463259.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_18,86642040.390307,192180990.548468,45009753.0,45010117.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_19,96602936.566744,220466714.664268,46438177.0,46438570.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_2,105194386.093913,246409691.651021,47920694.0,47921074.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_21
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_22
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_24
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_14,72256367.617084,139711623.801022,39813472.0,39813826.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_145,73407206.33344,144803800.018804,40379320.0,40379702.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_135,69917219.337028,132316563.790524,39303790.0,39304067.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_13,64368712.351591,119450359.967854,38707260.0,38707614.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_125,56977826.470323,103896313.908392,38001847.0,38002203.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_12,41870166.378764,74515218.066727,37605639.0,37605978.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_115,25533231.320365,44139812.512458,37451655.0,37451866.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_11,7225816.668417,12142568.750505,37278525.0,37278717.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_105,1976801.685584,3295520.897014,35963263.0,35963375.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_1,6328.647086,7085.63613,34319819.0,34319888.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_095,5140.230215,5304.673192,32605079.0,32605150.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_09,4647.408538,4645.251142,30890687.0,30890756.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_085,4327.208911,4252.618854,29174764.0,29174815.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_08,4089.088203,3979.156318,27456719.0,27456766.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_075,3896.444612,3768.240138,25738895.0,25738931.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_07,3742.827154,3606.880533,24022683.0,24022725.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_065,3609.936499,3471.979216,22305986.0,22306016.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_06,3496.366569,3359.394667,20591074.0,20591095.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_055,3397.686192,3263.646341,18876477.0,18876503.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_05,3310.741289,3180.491815,17160045.0,17160074.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_045,3233.494283,3107.795832,15445239.0,15445257.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_04,3164.646207,3043.819018,13728520.0,13728541.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_035,3102.926361,2986.923662,12013470.0,12013492.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_03,3046.527926,2935.316676,10297246.0,10297260.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_025,2994.871355,2888.468879,8580336.0,8580342.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_02,2946.888572,2845.495756,6864243.0,6864252.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_015,2903.368891,2806.372004,5149558.0,5149566.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_01,2862.450606,2769.932103,3432078.0,3432082.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_005,2823.51756,2736.098789,1715988.0,1715988.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_155,75173960.628203,154596034.421367,41426487.0,41426810.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_165
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_175,82093733.047008,179472564.23149,44288848.0,44289201.0
2b,same,mem,ns_m_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_185,91587095.262507,205925845.047317,45753126.0,45753522.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_16
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_15,49944812.071357,90067446.585486,46232125.0,46232466.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_17,99362926.121384,190687757.308418,48743787.0,48744175.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_18,116543741.553814,230237176.417227,50055286.0,50055658.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_19,129437649.092029,262722748.535414,51427196.0,51427563.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_2,140372321.443561,292684159.426838,52773188.0,52773582.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_21,148296979.599243,317135776.589728,54159082.0,54159480.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_22,154260659.397731,338474747.297608,55500790.0,55501193.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_24
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_14,38509196.55474,68202122.348154,44150950.0,44151206.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_145,44554479.726754,79600933.640045,45218400.0,45218656.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_135,29911133.460337,52622208.109804,42944225.0,42944472.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_13,26235171.663185,45843124.743887,41727593.0,41727764.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_125,21564986.410117,37420939.201358,40497958.0,40498144.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_12,16457076.153609,28339526.271055,39288581.0,39288756.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_115,10455177.475844,17647296.114789,38731109.0,38731272.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_11,9872.915645,13175.070353,37752320.0,37752419.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_105,4973.566296,5177.61652,36037032.0,36037108.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_1,4461.982094,4459.564951,34319835.0,34319890.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_095,4168.605642,4087.551443,32605104.0,32605150.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_09,3963.624744,3847.98618,30890690.0,30890756.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_085,3800.390315,3668.918481,29174763.0,29174815.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_08,3666.254369,3527.852491,27456728.0,27456766.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_075,3551.498774,3411.03156,25738899.0,25738931.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_07,3452.693625,3313.075541,24022682.0,24022725.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_065,3363.433537,3226.120847,22305987.0,22306016.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_06,3285.258934,3151.391171,20591072.0,20591095.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_055,3215.72878,3085.796659,18876480.0,18876503.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_05,3151.442295,3025.771924,17160046.0,17160074.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_045,3093.174171,2971.989625,15445238.0,15445257.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_04,3040.785909,2923.952101,13728522.0,13728541.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_035,2991.920091,2879.523674,12013471.0,12013492.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_03,2946.12089,2837.867968,10297247.0,10297260.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_025,2904.082533,2800.204219,8580335.0,8580342.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_02,2864.830619,2765.198475,6864245.0,6864252.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_015,2828.01435,2732.469712,5149559.0,5149566.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_01,2792.981335,2701.5677,3432077.0,3432082.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_005,2759.430282,2672.511031,1715988.0,1715988.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_155,60463920.213952,110494476.385425,47002118.0,47002482.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_165,89018454.893078,168341223.644361,48084150.0,48084504.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_175,108210670.937506,210702863.655985,49401629.0,49402009.0
2b,same,mem,ns_l_scop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_185,123352224.507722,247010911.382958,50745269.0,50745649.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_15,117057842.146896,249517204.956778,38797262.0,38797624.0
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_16
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_17,132343669.932733,300654245.383673,41701011.0,41701371.0
