bench,config,description,simTicks,numCycles,simInsts,average_packet_latency,cumulativeCycles,maxCycles,geoIPC
fluidanimate,ns_m_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,23035604024.0,70045557.0,10163173005.0,6884.951272,4416446342.0,87309908.0,1.1521187362424266
fluidanimate,ns_s_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,23214367754.0,69045423.0,10158132378.0,6454.728976,4347983868.0,85726074.0,1.1692811735323947
swaptions,butter_donut_x_noci_nndbt_injej_none,,13988851650.0,53189547.0,11875901944.0,8621.393201,3404131041.0,53189547.0,1.6461185144640662
swaptions,dbl_bfly_x_noci_nndbt_injej_none,,14050605365.0,53424352.0,11850190615.0,8974.008565,3419158579.0,53424352.0,1.630515730926617
swaptions,lpbt_s_power_noci_nndbt_injej_none,,13877635525.0,52766672.0,11964885813.0,7630.62152,3377067059.0,52766672.0,1.6891993633586733
swaptions,lpbt_m_latop_noci_nndbt_injej_none,,13901305525.0,52856672.0,11923872134.0,8023.184764,3382827059.0,52856672.0,1.6726956531080015
swaptions,lpbt_s_latop_noci_nndbt_injej_none,,13873857004.0,52752305.0,11942217277.0,7780.235792,3376147569.0,52752305.0,1.6824071410592998
swaptions,kite_medium_noci_nndbt_injej_none,,13864993904.0,52718605.0,11928398054.0,7922.886116,3373990771.0,52718605.0,1.6784567723658526
swaptions,kite_small_noci_nndbt_injej_none,,13812194287.0,52517846.0,12011968168.0,7157.670752,3361142178.0,52517846.0,1.7122921166183125
swaptions,kite_large_noci_nndbt_injej_none,,13939540728.0,53002053.0,11861605158.0,8603.597971,3392131443.0,53002053.0,1.6474222309814095
swaptions,ft_x_noci_nndbt_injej_none,,13897709789.0,52843000.0,11932233519.0,7977.216373,3381952051.0,52843000.0,1.6755130938088643
swaptions,ns_l_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13811248539.0,52514250.0,12007801802.0,7089.57744,3360912046.0,52514250.0,1.711183706827346
swaptions,ns_m_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13804643294.0,52489135.0,12014412837.0,7062.224681,3359304657.0,52489135.0,1.714215532769655
swaptions,ns_s_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13771165235.0,52361842.0,12065589431.0,6602.986263,3351157939.0,52361842.0,1.7355165757371573
swaptions,ns_l_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13803721479.0,52485630.0,11997461739.0,7136.444007,3359080371.0,52485630.0,1.7087675558055837
swaptions,ns_m_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13813255229.0,52521880.0,12022017454.0,7031.303064,3361400371.0,52521880.0,1.7156465085667036
swaptions,ns_s_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13759979056.0,52319309.0,12062576763.0,6587.69273,3348435822.0,52319309.0,1.7358662379348824
