bench,config,description,simTicks,numCycles,simInsts,average_packet_latency,cumulativeCycles,maxCycles,geoIPC,mpki
raytrace,mesh_noci_naive_hops,,4148136203.0,13574548.0,7006550397.0,7759.67788,876898330.0,15734014.0,1.5525295183987156,0.12293514719238553
ferret,ns_l_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13618365917.0,124568.0,950535569.0,6593.740397,469161509.0,51780854.0,0.4514977544948176,0.2934609527684089
ferret,ns_m_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13421976190.0,118607.0,950651226.0,6568.256805,469059184.0,51034125.0,0.42912284374474124,0.3115604910272618
ferret,ns_s_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13201936714.0,115385.0,967453064.0,6181.059077,467953069.0,50197473.0,0.448641769333914,0.31227996861875745
ferret,ns_l_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13752574554.0,124976.0,950907139.0,6697.094645,489695657.0,52291153.0,0.41729647764654304,0.3091398741834489
ferret,ns_m_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13402326145.0,116309.0,948661514.0,6580.323931,468363731.0,50959410.0,0.43045790228846764,0.3191502282050122
ferret,ns_s_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,13284311996.0,116604.0,951165803.0,6206.214087,458951946.0,50510687.0,0.44914112566709896,0.3114880123741439
ferret,mesh_noci_naive_hops,,14084575234.0,143431.0,981636583.0,8162.17367,547428931.0,53553513.0,0.4010790580991145,0.3065369574878213
freqmine,ns_l_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,27916315418.0,199572.0,215884758.0,6423.013155,119690195.0,106145686.0,0.3739872577030161,0.3690066251009982
freqmine,ns_m_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,28132971399.0,200931.0,215928148.0,6438.879523,120596983.0,106969473.0,0.3751379075203264,0.3694780121782556
freqmine,ns_s_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,27536013736.0,190161.0,215815424.0,6114.072664,117673366.0,104699672.0,0.3852197940427199,0.3694038697185945
freqmine,ns_l_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,28063054164.0,201650.0,215919693.0,6354.947452,120343873.0,106703628.0,0.3740637499616127,0.36942773816170427
freqmine,ns_m_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,27883526682.0,194917.0,215866017.0,6391.467439,119512319.0,106021014.0,0.3746561134428164,0.36915430868382354
freqmine,ns_s_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,27490404539.0,191446.0,215798628.0,6049.270614,117526229.0,104526253.0,0.38351744163633145,0.3694464615323927
freqmine,mesh_noci_naive_hops,,29514694499.0,247412.0,216167467.0,8369.816893,127988386.0,112223173.0,0.3400534287267121,0.36849586006181706
blackscholes,ns_l_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,19167934177.0,312138.0,2292454640.0,6529.845652,87341090.0,72881879.0,0.3126334693807657,0.1213992347149761
blackscholes,ns_m_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,19329656296.0,313466.0,2292391627.0,6644.907499,87902481.0,73496792.0,0.3101383396880385,0.12087257564056145
blackscholes,ns_s_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,18808668024.0,297283.0,2292272050.0,6021.428867,85226594.0,71515848.0,0.3172897177894745,0.12075629826530565
blackscholes,ns_l_scop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,19180138955.0,314384.0,2292354265.0,6555.235317,87261905.0,72928285.0,0.30889877597999504,0.12028498411629139
blackscholes,ns_m_latop_noci_picky_cohmem_prioritized_doubley_memory_mclb_hops,,18909837023.0,304358.0,2292319190.0,6298.871574,86088991.0,71900521.0,0.3097005650789046,0.1203833247491931
