bench,config,description,simTicks,numCycles,simInsts,average_packet_latency,cumulativeCycles,maxCycles,geoIPC,mpki
freqmine,lpbt_s_latop_noci_nndbt_picky_none,,27959371674.0,200577.0,215867590.0,6723.647835,119936067.0,106309398.0,0.371367655415367,0.36902123974230233
freqmine,lpbt_s_power_noci_nndbt_picky_none,,27787475137.0,192687.0,215860338.0,6565.907581,119209776.0,105655799.0,0.37190418326665975,0.36905366971988973
raytrace,butter_donut_x_noci_nndbt_picky_none,,4128416726.0,13163510.0,7006921932.0,6995.769016,852452423.0,15660909.0,1.5978333479958218,0.12285527413301627
raytrace,dbl_bfly_x_noci_nndbt_picky_none,,4141900736.0,13250311.0,7007460937.0,7199.349286,855213149.0,15711059.0,1.593277601102277,0.12276076999910716
raytrace,ft_x_noci_nndbt_picky_none,,4105691685.0,13077390.0,7007776682.0,6567.258771,845796031.0,15570373.0,1.6119123247163418,0.12258511447786397
raytrace,kite_large_noci_nndbt_picky_none,,4117866218.0,13104192.0,7006273989.0,6885.396596,848368956.0,15620136.0,1.605416028425298,0.12289585485289757
raytrace,kite_medium_noci_nndbt_picky_none,,4098644074.0,12963811.0,7006073016.0,6521.069674,840441150.0,15549567.0,1.6195340444598958,0.12298820886556154
raytrace,kite_small_noci_nndbt_picky_none,,4069494469.0,12697600.0,7005399977.0,5970.202674,824478471.0,15436627.0,1.6504833788623343,0.12320809956961302
raytrace,lpbt_m_latop_noci_nndbt_picky_none,,4111444547.0,13046139.0,7006998156.0,6609.159339,843441380.0,15595300.0,1.6152291182538714,0.12290548280179191
raytrace,lpbt_s_latop_noci_nndbt_picky_none,,4085253166.0,12873527.0,7006281142.0,6382.656252,834756335.0,15497351.0,1.6314354892217315,0.12301149917746837
raytrace,lpbt_s_power_noci_nndbt_picky_none,,4090015570.0,12765818.0,7005377099.0,6241.664609,828103494.0,15512869.0,1.6431867930894295,0.12296949029643574
streamcluster,butter_donut_x_noci_nndbt_picky_none,,50804429042.0,86184855.0,4075843492.0,8628.141844,4998948891.0,110852370.0,0.7828216998151682,0.1545248820674232
streamcluster,dbl_bfly_x_noci_nndbt_picky_none,,52890929548.0,75386853.0,4379395832.0,9243.646902,4700681131.0,110965121.0,0.893722314798511,0.1296408715527535
streamcluster,ft_x_noci_nndbt_picky_none,,51486142400.0,83031380.0,4169105061.0,7950.95484,4936539395.0,107842785.0,0.811171523714303,0.15280084147442957
streamcluster,kite_large_noci_nndbt_picky_none,,51699584521.0,72024272.0,4075192703.0,8754.157434,4390396953.0,100521101.0,0.8894306872810704,0.13329430617901236
streamcluster,kite_medium_noci_nndbt_picky_none,,51560145077.0,74793802.0,4057424067.0,7961.965107,4609211546.0,102916354.0,0.8449973313136377,0.1439307502250294
streamcluster,kite_small_noci_nndbt_picky_none,,53542691677.0,86023074.0,4139911618.0,6942.534298,5218523457.0,113525429.0,0.762471758546794,0.17568159415105622
streamcluster,lpbt_m_latop_noci_nndbt_picky_none,,48042484046.0,69216944.0,3802187718.0,8130.446049,4205437495.0,98735353.0,0.865036743735345,0.14425254257019665
streamcluster,lpbt_s_latop_noci_nndbt_picky_none,,55577818552.0,82951964.0,4443066947.0,7877.833245,5439507966.0,117929271.0,0.7865751330466938,0.16389712610238746
streamcluster,lpbt_s_power_noci_nndbt_picky_none,,52797996657.0,69764824.0,4051086936.0,7611.301537,4716264426.0,107958074.0,0.823981565377543,0.15812602516268504
swaptions,butter_donut_x_noci_nndbt_picky_none,,13988851650.0,53189547.0,11875901944.0,8621.393201,3404131041.0,53189547.0,1.6461185144640662,0.0027179628029953304
swaptions,dbl_bfly_x_noci_nndbt_picky_none,,14050605365.0,53424352.0,11850190615.0,8974.008565,3419158579.0,53424352.0,1.630515730926617,0.0027307068508152336
swaptions,ft_x_noci_nndbt_picky_none,,13897709789.0,52843000.0,11932233519.0,7977.216373,3381952051.0,52843000.0,1.6755130938088643,0.0026963392053630762
swaptions,kite_large_noci_nndbt_picky_none,,13939540728.0,53002053.0,11861605158.0,8603.597971,3392131443.0,53002053.0,1.6474222309814095,0.002725322377527852
swaptions,kite_medium_noci_nndbt_picky_none,,13864993904.0,52718605.0,11928398054.0,7922.886116,3373990771.0,52718605.0,1.6784567723658526,0.002697785570595344
swaptions,kite_small_noci_nndbt_picky_none,,13812194287.0,52517846.0,12011968168.0,7157.670752,3361142178.0,52517846.0,1.7122921166183125,0.0026630103629775004
swaptions,lpbt_m_latop_noci_nndbt_picky_none,,13901305525.0,52856672.0,11923872134.0,8023.184764,3382827059.0,52856672.0,1.6726956531080015,0.002699415241059433
swaptions,lpbt_s_latop_noci_nndbt_picky_none,,13873857004.0,52752305.0,11942217277.0,7780.235792,3376147569.0,52752305.0,1.6824071410592998,0.0026920720975960265
swaptions,lpbt_s_power_noci_nndbt_picky_none,,13877635525.0,52766672.0,11964885813.0,7630.62152,3377067059.0,52766672.0,1.6891993633586733,0.002684533818007832
x264,butter_donut_x_noci_nndbt_picky_none,,1865456370.0,129455.0,521176598.0,7175.399336,10315739.0,3167942.0,0.16237218606138715,2.996407294359755
x264,dbl_bfly_x_noci_nndbt_picky_none,,1869758261.0,132311.0,521189564.0,7208.673082,10399797.0,3180021.0,0.16399129409901547,2.986054897818212
x264,ft_x_noci_nndbt_picky_none,,1824483074.0,125850.0,521158225.0,6805.159604,10031303.0,3116399.0,0.16281591551772348,3.013312554771906
x264,kite_large_noci_nndbt_picky_none,,1848732726.0,130270.0,521185706.0,7029.249787,10259723.0,3146528.0,0.1654538168672824,2.9934602269808206
x264,kite_medium_noci_nndbt_picky_none,,1824233750.0,125748.0,521177984.0,6743.950079,10082869.0,3112669.0,0.167416547349447,3.0020779961377784
x264,kite_small_noci_nndbt_picky_none,,1757490399.0,117827.0,521170396.0,6120.080313,9666095.0,2997859.0,0.17346529946547495,3.013415320299682
x264,lpbt_m_latop_noci_nndbt_picky_none,,1816473146.0,126155.0,521153592.0,6735.078579,9993535.0,3100535.0,0.16103841413431635,3.017563127152276
x264,lpbt_s_latop_noci_nndbt_picky_none,,1791589664.0,124678.0,521173726.0,6404.089369,9877107.0,3069690.0,0.1703600799556229,3.0078912108685265
x264,lpbt_s_power_noci_nndbt_picky_none,,1756756366.0,117919.0,521147186.0,6173.268501,9639065.0,3006805.0,0.16542421813505512,3.0246107246379346
